subject	method	status	tier	sweep_value	hf_power	emg_coupling	alpha_power	beta_power	runtime_s
sub-07_nch16	none	success	reference_free		1.3591323799427775e-11	0.997635978006914	4.2448023382617193e-13	5.5521603940616e-13	0.038114
