subject	method	status	tier	sweep_value	hf_power	emg_coupling	alpha_power	beta_power	runtime_s
sub-09_nch8	ica_fixed	success	reference_free		8.262135325098961e-12	0.9976359780069138	2.90407478856757e-13	3.3021606755826107e-13	0.00934
