subject	method	status	tier	sweep_value	hf_power	emg_coupling	alpha_power	beta_power	runtime_s
sub-07_nch8	rasr_windowed	success	reference_free		8.262135325098977e-12	0.997635978006914	2.904074788567568e-13	3.3021606755826183e-13	0.07369
