subject	method	status	tier	sweep_value	hf_power	emg_coupling	alpha_power	beta_power	runtime_s
sub-01_nch16	asr	success	reference_free		7.627191042819637e-12	0.789585215907951	4.062354763367683e-13	3.5215379276201004e-13	0.235287
