subject	method	status	tier	sweep_value	hf_power	emg_coupling	alpha_power	beta_power	runtime_s
sub-03_nch8	autocca	success	reference_free		7.589169219002148e-15	0.005316754611837463	2.898847140813845e-13	2.278338935904679e-15	0.014237
